Fight Number	Last Name 1	First Name 1	Yuko 1	Wazaari 1	Ippon 1	Shido 1	HSM 1	Score 1	Subscore 1	Last Name 2	First Name 2	Yuko 2	Wazaari 2	Ippon 2	Shido 2	HSM 2	Score 2	Subscore 2	Source
12	EDER	Marcus	0	0	0	0	0	0	0	HALAS	Marian	1	2	0	0	0	1	10	
13	RIEGLER	Stefan	0	0	0	0	0	0	0	MATEI	Daniel	0	0	1	0	0	1	10	
14	SIMIONESCU	Vladut	0	0	0	0	1	1	10	FURCH	Lukas	0	0	0	0	0	0	0	
1	LAZEA	Amado	0	0	0	0	0	0	0	KOPISKE	Robert	0	0	1	0	0	1	10	
2	WEICHINGER	Alexander	1	0	0	1	0	0	0	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	
3	OTT	Marcel	0	0	0	0	0	1	10	WIMBERGER	Markus	0	0	0	4	0	0	0	
4	KUCIARA	Stefan	0	0	0	0	0	0	0	HÖLLWART	Hermann	0	0	0	1	0	0	0	
5	REICHMANN	Manuel	2	0	0	0	0	1	5	ASCHABER	Anton	0	0	0	2	0	0	0	
6	REICHSTEIN	Julian	0	0	1	0	0	1	10	SOMMERER-HINTERBICHLER	Andreas	0	0	0	0	0	0	0	
7	BRATA	Daniel	0	2	0	0	0	1	10	RIESS	Rupert Jun	0	0	0	2	0	0	0	
8	KUDERA	Stefan	0	0	0	1	0	0	0	KOPISKE	Robert	1	0	1	0	0	1	10	
9	WEICHINGER	Alexander	0	0	0	1	0	0	0	MITTERFELLNER	Andreas	0	0	0	1	0	0	0	
10	OTT	Marcel	0	0	1	0	0	1	10	WIMBERGER	Matthias	0	0	0	0	0	0	0	
11	KUCIARA	Stefan	0	0	0	1	0	0	0	HÖLLWART	Hermann	2	0	0	1	0	1	5	
12	REICHMANN	Manuel	0	0	1	0	0	1	10	RIESS	Christian	0	0	0	0	0	0	0	
13	REICHSTEIN	Julian	1	0	1	0	0	1	10	SOMMERER-HINTERBICHLER	Andreas	0	0	0	0	0	0	0	
14	BRATA	Daniel	0	0	0	0	0	0	0	RIESS	Rupert Jun	0	0	0	0	0	1	10	
1	MAJER	Tibor	1	0	0	0	0	1	5	HUEMER	Mathias	0	0	0	2	0	0	0	
2	STADLBAUER	Christian	0	0	1	0	0	1	10	SHALA	Driton	0	0	0	0	0	0	0	
3			0	0	0	0	0	0	0	HOFER	Simon	0	0	0	0	0	1	10	
4	ZACHAR	Christian	1	0	0	1	0	1	5	SCHAUBMAYR	Rene	0	0	0	2	0	0	0	
5	KUBA	Sascha	0	0	0	0	0	0	0	FERCHER	Albert	0	0	1	0	0	1	10	
6	RADLHERR	Christoph	0	0	1	0	0	1	10	GROISS	Thomas	0	0	0	1	0	0	0	
7	WEIßSTEINER	Bernhard	0	0	0	0	0	0	0	ALLERSTORFER	Daniel	0	0	0	0	0	1	10	
8	TAMAS	Daniel	0	0	0	0	0	0	0	HUEMER	Mathias	0	0	0	0	0	1	10	
9	STADLBAUER	Christian	0	0	1	0	0	1	10	EIBENSTEINER	Gregor	2	0	0	0	0	0	0	
10	MOSER	Markus	1	0	1	0	0	1	10	SHALA	Driton	0	0	0	0	0	0	0	
11	ZACHAR	Christian	0	0	0	0	0	0	0	SCHAUBMAYR	Rene	0	0	0	0	0	0	0	
12	HUSCAVA	Dominic	0	0	0	0	0	0	0	FERCHER	Albert	0	0	1	0	0	1	10	
13	RADLHERR	Christoph	1	1	0	0	0	1	5	PFISTERMÜLLER	Peter	0	1	0	0	0	0	0	
14	WEIßSTEINER	Bernhard	0	0	0	0	0	0	0	ALLERSTORFER	Daniel	1	0	1	0	0	1	10	
1	HOFMANN	Nico	1	0	0	1	0	1	5	MAJER	Tibor	0	0	0	2	0	0	0	
2	POHN	Bernhard	0	0	1	0	0	1	10	STADLBAUER	Christian	0	0	0	0	0	0	0	
3	MAYR	Michael	3	0	0	1	0	1	5	HUSCAVA	Dominic	1	0	0	2	0	0	0	
4	SCHIRNHOFER	Felix	0	0	1	1	0	1	10	ZACHAR	Christian	0	0	0	0	0	0	0	
5	WARTBICHLER	Hannes	0	0	0	0	0	0	0	RADLHERR	Christoph	0	0	0	1	0	0	0	
6	KRONBERGER	Stefan	2	0	1	0	0	1	10	PRENTNER	Clemens	0	0	0	0	0	0	0	
7	BOR	Barna	0	0	1	0	0	1	10	JELINEK	Andreas	0	0	0	0	0	0	0	
8	HOFMANN	Nico	0	0	0	0	0	1	10	MAJER	Tibor	0	0	0	0	1	0	0	
9	POHN	Bernhard	0	0	0	0	0	0	0	STADLBAUER	Christian	0	0	1	0	0	1	10	
10	MAYR	Michael	0	0	0	1	0	0	0	HUSCAVA	Dominic	1	0	0	1	0	1	5	
11	SCHIRNHOFER	Felix	0	0	0	0	0	0	0	ZACHAR	Christian	0	0	0	0	0	0	0	
12	STRASSER	Florian	1	0	0	0	0	0	0	RADLHERR	Christoph	0	0	1	0	0	1	10	
13	WARTBICHLER	Hannes	0	1	0	0	0	1	7	PRENTNER	Clemens	0	0	0	0	0	0	0	
14	BOR	Barna	0	0	0	1	0	1	10	KUBA	Sascha	0	0	0	0	0	0	0	
1	MENDES	Manuel	0	0	0	0	0	0	0	HÖDL	Manuel	1	0	1	0	0	1	10	
2	FELLNER	Hans-Peter	0	0	0	0	0	0	0	LANG	Dominik	1	0	1	0	0	1	10	
3	PAPP	Robert	0	0	0	0	0	0	0	RIBITSCH	Stephan	2	0	1	1	0	1	10	
4	STEGMAYER	Dominik	0	0	0	0	0	0	0	VESELY	Tomas	0	0	1	0	0	1	10	
5	EDER	Marcus	1	0	0	1	0	0	0	ACKERL	Philipp	1	0	1	2	0	1	10	
6	RIEGLER	Stefan	0	0	0	0	0	0	0	KRPALEK	Lukas	0	0	1	0	0	1	10	
7	GEBER	David	0	0	0	0	0	0	0	BERTAGNOLI	Martin	0	0	1	0	0	1	10	
8	WINKLER	Michael	0	0	0	0	0	0	0	HÖDL	Manuel	0	0	1	0	0	1	10	
9	FELLNER	Hans-Peter	0	1	0	1	0	1	7	LANG	Dominik	0	0	0	0	0	0	0	
10	OBERROITHNER	Julian	0	0	0	0	0	0	0	RIBITSCH	Stephan	0	2	0	0	0	1	10	
11	STEGMAYER	Dominik	0	0	0	0	0	0	0	VESELY	Tomas	0	2	0	0	0	1	10	
12	EDER	Marcus	1	0	0	1	0	1	5	POPP	Philipp	0	0	0	2	0	0	0	
13	GUTSJAHR	Lukas	0	0	0	0	0	0	0	KRPALEK	Lukas	0	0	1	0	0	1	10	
14	RIEGLER	Stefan	0	0	0	1	0	0	0	BERTAGNOLI	Martin	5	0	0	1	0	1	5	
1	TIEFGRABER	Andreas	0	1	0	1	0	1	7	PÜHRINGER	Reinhold	0	0	0	0	0	0	0	
2	WINDBICHLER	Tobias	0	0	0	2	0	0	0	HUEMER	Mathias	2	1	0	0	0	1	7	
3	PFEIFFER	Johannes	0	0	0	0	0	0	0	REITER	Georg	1	1	0	0	0	1	7	
4	OBERMAYR	Stefan	0	0	0	0	0	0	0	SCHARINGER	Peter	0	0	1	0	0	1	10	
5	HALAS	Marian	1	0	0	1	0	0	0	FERCHER	Albert	1	0	0	1	0	0	0	
6	MATEI	Daniel	0	0	0	0	0	0	0	GERZER	Dominik	0	0	1	0	0	1	10	
7	KRONSCHLÄGER	Florian	0	0	0	0	0	0	0	ALLERSTORFER	Daniel	0	0	1	0	0	1	10	
8	TIEFGRABER	Andreas	1	0	1	0	0	1	10	HUEMER	Mathias	0	0	0	2	0	0	0	
9	WINDBICHLER	Tobias	0	0	0	0	0	0	0	EIBENSTEINER	Gregor	0	0	1	0	0	1	10	
10	PFLEGER	Christian	0	0	0	0	0	0	0	REITER	Georg	0	0	1	0	0	1	10	
11	OBERMAYR	Stefan	1	0	0	0	0	0	0	SCHARINGER	Peter	1	2	1	0	0	1	10	
12	HALAS	Marian	1	0	0	0	0	0	0	FERCHER	Albert	1	1	1	0	0	1	10	
13	MATEI	Daniel	0	0	0	0	0	0	0	GERZER	Dominik	0	1	0	0	0	1	7	
14	KRONSCHLÄGER	Florian	0	0	0	0	0	0	0	ALLERSTORFER	Daniel	0	0	1	0	0	1	10	
1	LAZEA	Amado	0	1	1	0	0	1	10	ISMAILOV	Kamal	0	0	0	0	0	0	0	
2	WEICHINGER	Alexander	0	0	1	1	0	1	10	IVINGER	Erich	1	0	0	1	0	0	0	
3	OTT	Marcel	0	0	1	0	0	1	10	STEINICKE	Alexander	0	0	0	0	0	0	0	
4	KUCIARA	Stefan	0	0	0	0	0	0	0	BüRGES	Milan	0	0	1	1	0	1	10	
5	REICHMANN	Manuel	1	0	1	0	0	1	10	IMRE	Lehel	1	0	0	2	0	0	0	
6	REICHSTEIN	Julian	0	0	1	0	0	1	10	FARKAS	Balint	0	0	0	0	0	0	0	
7	BRATA	Daniel	0	0	1	0	0	1	10	LINDNER	Florian	0	0	0	0	0	0	0	
8	LAZEA	Amado	0	1	1	0	0	1	10	ISMAILOV	Kamal	0	0	0	0	0	0	0	
9	WEICHINGER	Alexander	1	0	1	1	0	1	10	IVINGER	Erich	0	0	0	2	1	0	0	
10	HAASMANN	Nick	1	0	1	0	0	1	10	DRACK	Lukas	0	0	0	2	0	0	0	
11	OTT	Marcel	0	0	1	2	0	1	10	BüRGES	Milan	1	0	0	1	0	0	0	
12	REICHMANN	Manuel	1	0	0	0	0	1	5	IMRE	Lehel	0	0	0	2	0	0	0	
13	REICHSTEIN	Julian	0	1	0	1	0	1	7	FARKAS	Balint	0	0	0	1	0	0	0	
14	BRATA	Daniel	0	0	1	0	0	1	10	LINDNER	Florian	0	0	0	0	1	0	0	
1	HOFMANN	Lukas	0	0	0	0	0	0	0	LAZEA	Amado	0	0	1	0	0	1	10	
2	STEGMUELLER	Roland	0	0	1	0	0	1	10	WEICHINGER	Alexander	0	0	0	0	0	0	0	
3	MÜKISCH	Philipp	0	1	0	1	0	0	0	HAASMANN	Nick	0	0	1	0	0	1	10	
4	PICHLER	Christian	0	0	0	0	0	0	0	OTT	Marcel	0	1	0	0	0	1	7	
5	WARTBICHLER	Hannes	0	0	0	0	0	0	0	REICHMANN	Manuel	0	0	1	0	0	1	10	
6	KRONBERGER	Christoph	1	0	0	0	0	0	0	GEIER	Gabor	1	0	0	0	0	0	0	
7	KRONBERGER	Stefan	0	0	0	1	0	0	0	REICHSTEIN	Julian	0	0	0	1	0	0	0	
8	HOFMANN	Nico	0	0	0	0	0	0	0	LAZEA	Amado	0	1	1	0	0	1	10	
9	KAISER	Paul	0	0	0	0	0	0	0	WEICHINGER	Alexander	0	1	1	0	0	1	10	
10	PÖLZLEITHNER	Peter	0	0	0	0	0	0	0	HAASMANN	Nick	0	0	1	0	0	1	10	
11	PICHLER	Christian	0	0	0	0	0	0	0	OTT	Marcel	1	1	0	0	0	1	7	
12	WARTBICHLER	Hannes	0	1	0	2	0	1	7	REICHMANN	Manuel	1	0	0	0	0	0	0	
13	KRONBERGER	Christoph	0	0	1	0	0	1	10	KUCIARA	Stefan	0	0	0	0	0	0	0	
14	KRONBERGER	Stefan	2	0	0	0	0	1	5	REICHSTEIN	Julian	0	0	0	2	0	0	0	
1	HÖDL	Manuel	0	0	0	1	0	0	0	MAJER	Tibor	0	2	0	0	0	1	10	
2	LANG	Dominik	0	0	0	1	0	0	0	MESTER	Daniel	0	1	0	1	0	1	7	
3	RIBITSCH	Stephan	0	0	0	1	0	0	0	HUSCAVA	Dominic	0	0	0	1	0	0	0	
4	DAVIS	Thomas	Clifford	1	0	0	0	0	1	10	ZACHAR	Christian	0	0	0	1	0	0	0
5	ACKERL	Philipp	0	0	0	1	0	0	0	RADLHERR	Christoph	0	0	0	0	0	1	10	
6	KRPALEK	Lukas	0	0	1	0	0	1	10	KUBA	Sascha	0	0	0	0	0	0	0	
7	BERTAGNOLI	Martin	1	0	0	0	0	0	0	PRENTNER	Clemens	0	0	1	0	0	1	10	
8	HÖDL	Manuel	1	0	0	0	0	0	0	MAJER	Tibor	0	1	1	0	0	1	10	
9	LANG	Dominik	1	0	0	1	0	0	0	MESTER	Daniel	0	1	0	2	0	1	7	
10	RIBITSCH	Stephan	0	0	0	1	0	0	0	HUSCAVA	Dominic	0	0	1	0	0	1	10	
11	VESELY	Tomas	1	0	0	1	0	0	0	ZACHAR	Christian	0	0	1	2	0	1	10	
12	DAVIS	Thomas	Clifford	1	0	0	1	0	0	0	RADLHERR	Christoph	1	0	0	1	0	0	0
13	ACKERL	Philipp	1	0	1	0	0	1	10	STUMPF	Norbert	0	0	0	0	0	0	0	
14	BERTAGNOLI	Martin	0	0	1	1	0	1	10	PRENTNER	Clemens	0	0	0	1	0	0	0	
1	PASOLLI	Ivo	2	0	0	1	0	1	5	TIEFGRABER	Andreas	0	0	0	1	0	0	0	
2	IVINGER	Erich	0	0	1	0	0	1	10	WINDBICHLER	Tobias	0	0	0	0	0	0	0	
3	GRASSMAIR	Severin	0	0	0	0	0	0	0	PFEIFFER	Johannes	0	0	1	0	0	1	10	
4	GLATZL	Thomas	0	0	0	0	0	0	0	OBERMAYR	Stefan	0	0	1	0	0	1	10	
5	GERMROTH	Florian	0	0	1	1	0	1	10	KRONSCHLÄGER	Florian	0	0	0	1	0	0	0	
6	LINDNER	Florian	0	0	0	0	0	0	0	MATEI	Daniel	0	0	1	0	0	1	10	
7			0	0	0	0	0	0	0	NATEA	Ilie	0	0	1	0	0	1	10	
8	PASOLLI	Ivo	1	0	0	0	0	0	0	TIEFGRABER	Andreas	1	0	0	0	0	0	0	
9	IVINGER	Erich	0	0	1	0	0	1	10	MUSSNIG	Daniel	0	0	0	0	0	0	0	
10	STEINICKE	Alexander	1	0	0	1	0	0	0	PFEIFFER	Johannes	1	0	0	0	0	0	0	
11	GRASSMAIR	Severin	0	0	0	1	0	0	0	OBERMAYR	Stefan	0	0	1	0	0	1	10	
12	GERMROTH	Florian	0	1	1	1	0	1	10	KRONSCHLÄGER	Florian	0	0	0	0	0	0	0	
13	LINDNER	Florian	0	0	0	0	0	0	0	MATEI	Daniel	0	0	1	0	0	1	10	
14			0	0	0	0	0	0	0	NATEA	Ilie	0	0	1	0	0	1	10	
1	PÜHRINGER	Reinhold	0	1	1	0	0	1	10	ZEHENTNER	David	0	1	0	1	0	0	0	
2	SHALA	Driton	0	0	0	0	0	0	0	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	
3	HOFER	Simon	1	1	0	0	0	1	10	WIMBERGER	Markus	0	0	0	0	0	0	0	
4	SCHAUBMAYR	Rene	0	0	1	0	0	1	10	HÖLLWART	Hermann	0	0	0	0	0	0	0	
5	PFISTERMÜLLER	Peter	1	1	0	0	0	1	10	SOMMERER-HINTERBICHLER	Andreas	0	1	0	0	0	0	0	
6	MATYJASZEK	Przemyslaw	0	0	1	0	0	1	10	DUM	Alois	0	0	0	0	0	0	0	
7	ALLERSTORFER	Daniel	0	1	1	0	0	1	10	PIRCHNER	Christian	1	0	0	0	0	0	0	
8	HUEMER	Mathias	1	0	1	0	0	1	10	SCHMIDHOFER	Thomas	0	0	0	0	0	0	0	
9	SHALA	Driton	0	0	0	2	0	0	0	MITTERFELLNER	Andreas	2	0	0	0	0	1	5	
10	HOFER	Simon	1	0	0	1	0	0	0	WIMBERGER	Markus	0	0	1	0	0	1	10	
11	SCHAUBMAYR	Rene	1	0	0	1	0	1	5	HÖLLWART	Hermann	0	0	0	2	0	0	0	
12	PFISTERMÜLLER	Peter	0	0	0	1	0	0	0	SOMMERER-HINTERBICHLER	Andreas	1	0	0	0	0	1	10	
13	MATYJASZEK	Przemyslaw	0	1	1	0	0	1	10	ASCHABER	Anton	0	0	0	0	0	0	0	
14	ALLERSTORFER	Daniel	0	0	1	0	0	1	10	PIRCHNER	Christian	0	0	0	1	0	0	0	
1	MENDES	Manuel	0	0	0	0	0	0	0	PÜHRINGER	Reinhold	0	0	1	0	0	1	10	
2	HAMINGER	Thomas	0	0	1	0	0	1	10	HUEMER	Mathias	0	0	0	0	0	0	0	
3	OBERROITHNER	Julian	0	0	0	0	0	0	0	REITER	Georg	1	1	1	0	0	1	10	
4	EDER	Marcus	0	0	0	0	0	0	0	SCHARINGER	Peter	0	0	1	0	0	1	10	
5	RIEGLER	Stefan	0	1	0	1	1	0	0	SCHAUBMAYR	Rene	0	0	1	0	0	1	10	
6	ABRAHAM	Elöd	0	0	0	0	0	0	0	FERCHER	Albert	1	0	1	0	0	1	10	
7	SIMIONESCU	Vladut	1	1	1	0	0	1	10	ALLERSTORFER	Daniel	0	0	0	1	0	0	0	
8	WINKLER	Michael	0	0	0	0	0	0	0	PÜHRINGER	Reinhold	0	1	1	0	0	1	10	
9	HAMINGER	Thomas	1	0	1	0	0	1	10	HUEMER	Mathias	0	0	0	0	0	0	0	
10	FELLNER	Hans-Peter	0	0	0	0	0	0	0	REITER	Georg	0	0	1	0	0	1	10	
11	OBERROITHNER	Julian	0	0	0	0	0	0	0	PFISTERMÜLLER	Peter	0	1	1	0	0	1	10	
12	EDER	Marcus	0	0	0	2	0	0	0	FERCHER	Albert	0	2	0	0	0	1	10	
13	RIEGLER	Stefan	0	0	0	0	0	0	0	SCHAUBMAYR	Rene	0	0	1	0	0	1	10	
14	SIMIONESCU	Vladut	0	0	1	0	0	1	10	ALLERSTORFER	Daniel	0	0	0	0	0	0	0	
1	ISMAILOV	Kamal	0	0	0	0	0	0	0	KOPISKE	Robert	0	0	1	0	0	1	10	
2	IVINGER	Erich	0	0	0	0	1	0	0	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	
3	STEINICKE	Alexander	0	0	0	0	0	0	0	WIMBERGER	Markus	0	1	1	1	0	1	10	
4	BüRGES	Milan	0	0	1	0	0	1	10	RIESS	Christian	0	0	0	0	0	0	0	
5	IMRE	Lehel	0	0	1	0	0	1	10	HÖLLWART	Hermann	0	0	0	1	0	0	0	
6	HOLLAUS	Anton	0	0	0	0	0	0	0	MAYER	Christoph	1	0	1	0	0	1	10	
7	FARKAS	Balint	3	0	0	2	0	0	0	RIESS	Rupert Jun	3	0	0	2	0	0	0	
8	ISMAILOV	Kamal	0	0	0	0	0	0	0	KOPISKE	Robert	0	0	1	0	0	1	10	
9	IVINGER	Erich	0	0	0	0	0	0	0	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	
10	GRASSMAIR	Severin	2	0	0	2	0	1	5	WIMBERGER	Markus	1	0	0	1	0	0	0	
11	STEINICKE	Alexander	0	0	0	0	0	0	0	WIMBERGER	Matthias	0	0	1	1	0	1	10	
12	BüRGES	Milan	2	0	0	1	0	1	5	HÖLLWART	Hermann	0	0	0	2	0	0	0	
13	IMRE	Lehel	2	1	0	0	0	1	7	MAYER	Christoph	0	0	0	1	0	0	0	
14	FARKAS	Balint	0	0	1	0	0	1	10	RIESS	Rupert Jun	0	0	0	0	0	0	0	
1	TIEFGRABER	Andreas	1	0	1	0	0	1	10	FILIMON	Giuliano	0	0	0	0	0	0	0	
2	WINDBICHLER	Tobias	0	0	0	2	0	0	0	LANG	Dominik	1	0	0	0	0	1	5	
3	PFEIFFER	Johannes	0	0	0	0	0	0	0	RIBITSCH	Stephan	0	1	0	1	0	1	7	
4	OBERMAYR	Stefan	0	0	0	0	0	0	0	MARIJANOVIC	Tomislav	0	0	1	0	0	1	10	
5	HALAS	Marian	0	1	1	0	0	1	10	ACKERL	Philipp	0	0	0	0	0	0	0	
6	KRONSCHLÄGER	Florian	0	0	0	0	0	0	0	POPP	Philipp	0	0	1	0	0	1	10	
7	MATEI	Daniel	0	2	1	0	0	1	10	BERTAGNOLI	Martin	0	0	0	3	0	0	0	
8	TIEFGRABER	Andreas	1	0	1	0	0	1	10	FILIMON	Giuliano	0	0	0	1	0	0	0	
9	WINDBICHLER	Tobias	0	0	0	0	0	0	0	LANG	Dominik	0	1	1	0	0	1	10	
10	PFEIFFER	Johannes	0	0	0	2	0	0	0	RIBITSCH	Stephan	2	0	1	0	0	1	10	
11	OBERMAYR	Stefan	0	1	0	0	0	0	0	MARIJANOVIC	Tomislav	0	0	1	0	0	1	10	
12	HALAS	Marian	1	0	1	0	0	1	10	ACKERL	Thomas	0	0	0	0	0	0	0	
13	MATEI	Daniel	0	0	0	1	0	0	0	BERTAGNOLI	Martin	0	0	1	0	0	1	10	
14	FURCH	Lukas	0	0	0	1	0	0	0	ACKERL	Philipp	0	0	1	0	0	1	10	
1	LAZEA	Amado	0	0	1	0	0	1	10	MAJER	Tibor	0	0	0	0	0	0	0	
2	WEICHINGER	Alexander	1	0	0	1	0	0	0	STADLBAUER	Christian	0	1	0	2	0	1	7	
3	OTT	Marcel	0	0	1	0	0	1	10	SOBANOV	Stepan	0	0	0	0	0	0	0	
4	KUCIARA	Stefan	0	0	1	0	0	1	10	ZACHAR	Christian	0	0	0	0	0	0	0	
5	REICHMANN	Manuel	0	0	0	0	0	0	0	RADLHERR	Christoph	0	0	0	1	0	0	0	
6	REICHSTEIN	Julian	1	0	1	0	0	1	10	PRENTNER	Clemens	0	0	0	2	0	0	0	
7	BRATA	Daniel	1	1	1	0	0	1	10	JELINEK	Andreas	0	0	0	0	0	0	0	
8	LAZEA	Amado	0	0	1	0	0	1	10	TAMAS	Daniel	0	0	0	0	0	0	0	
9	WEICHINGER	Alexander	0	0	0	1	0	0	0	STADLBAUER	Christian	1	0	0	0	0	1	5	
10	OTT	Marcel	0	0	1	0	0	1	10	MOSER	Markus	0	0	0	0	0	0	0	
11	KUCIARA	Stefan	0	0	0	0	0	0	0	ZACHAR	Christian	0	0	0	0	0	0	0	
12	REICHMANN	Manuel	2	0	0	1	0	1	5	RADLHERR	Christoph	1	0	0	2	0	0	0	
13	GEIER	Gabor	2	1	0	2	0	1	7	PRENTNER	Clemens	1	0	0	2	0	0	0	
14	BRATA	Daniel	0	0	1	0	0	1	10	WEIßSTEINER	Bernhard	0	0	0	0	0	0	0	
1	HOFMANN	Nico	0	0	0	0	0	0	0	PASOLLI	Ivo	0	0	0	0	0	0	0	
2	POHN	Bernhard	0	0	1	0	0	1	10	ISMAILOV	Kamal	0	0	0	0	0	0	0	
3	SPITZER	Kevin	1	0	0	1	0	0	0	GRASSMAIR	Severin	1	0	0	0	0	0	0	
4	WARTBICHLER	Hannes	0	0	1	1	0	1	10	ANGERER	Stefan	1	0	0	0	0	0	0	
5	SCHIRNHOFER	Maximilian	0	1	1	0	0	1	10	IMRE	Lehel	0	0	0	0	0	0	0	
6	KRONBERGER	Stefan	0	0	0	0	0	0	0	FARKAS	Balint	0	0	1	0	0	1	10	
7	BOR	Barna	0	0	0	0	0	1	10			0	0	0	0	0	0	0	
8	HOFMANN	Nico	1	0	0	0	0	0	0	PASOLLI	Ivo	2	0	0	2	0	1	5	
9	POHN	Bernhard	0	0	1	0	0	1	10	ISMAILOV	Kamal	0	0	0	1	0	0	0	
10	WAGNER	Steffen	0	0	0	0	0	0	0	GRASSMAIR	Severin	0	0	1	0	0	1	10	
11	SCHIRNHOFER	Felix	0	0	1	0	0	1	10	STEINICKE	Alexander	0	0	0	1	0	0	0	
12	SCHIRNHOFER	Maximilian	0	1	1	0	0	1	10	IMRE	Lehel	0	0	0	0	0	0	0	
13	KRONBERGER	Christoph	0	0	0	0	0	1	10	FARKAS	Balint	0	0	0	0	1	0	0	
14	BOR	Barna	0	0	0	0	0	1	10			0	0	0	0	0	0	0	
1	KOPISKE	Robert	2	0	1	0	0	1	10	FILIMON	Giuliano	0	0	0	0	0	0	0	
2	MITTERFELLNER	Andreas	1	0	1	0	0	1	10	LANG	Dominik	0	0	0	0	0	0	0	
3	WIMBERGER	Markus	0	0	0	2	0	0	0	RIBITSCH	Stephan	1	0	0	1	0	1	5	
4	RIESS	Christian	0	0	0	0	0	0	0	MARIJANOVIC	Tomislav	0	0	1	0	0	1	10	
5	HÖLLWART	Hermann	0	0	0	0	0	0	0	VESELY	Tomas	0	0	1	0	0	1	10	
6	MAYER	Christoph	1	0	0	1	0	1	5	BERTAGNOLI	Martin	0	0	0	2	0	0	0	
7	RIESS	Rupert Jun	0	0	1	0	0	1	10	POPP	Philipp	0	0	0	0	0	0	0	
8	KOPISKE	Robert	0	0	1	0	0	1	10	FILIMON	Giuliano	0	0	0	0	0	0	0	
9	MITTERFELLNER	Andreas	0	0	0	0	0	0	0	LANG	Dominik	0	0	0	0	0	0	0	
10	WIMBERGER	Markus	1	0	0	1	0	1	5	RIBITSCH	Stephan	0	0	0	1	0	0	0	
11	HÖLLWART	Hermann	0	0	0	1	0	0	0	MARIJANOVIC	Tomislav	1	2	0	0	0	1	10	
12	ASCHABER	Anton	0	0	0	0	0	0	0	VESELY	Tomas	1	0	1	0	0	1	10	
13	MAYER	Christoph	1	0	1	0	0	1	10	ACKERL	Philipp	0	0	0	0	0	0	0	
14	RIESS	Rupert Jun	0	0	1	0	0	1	10	POPP	Philipp	0	0	0	0	0	0	0	
1	HUEMER	Mathias	0	0	0	0	0	0	0	LAZEA	Amado	0	0	1	0	0	1	10	
2	SHALA	Driton	0	0	0	2	0	0	0	WEICHINGER	Alexander	1	0	1	1	0	1	10	
3	REITER	Georg	0	0	0	1	0	0	0	OTT	Marcel	0	1	0	1	0	1	7	
4	FERCHER	Albert	0	0	1	0	0	1	10	STEINLECHNER	Thomas	0	0	0	0	0	0	0	
5	SCHAUBMAYR	Rene	1	0	0	3	0	0	0	REICHMANN	Manuel	1	1	0	2	0	1	7	
6	PFISTERMÜLLER	Peter	0	0	1	0	0	1	10	REICHSTEIN	Julian	0	0	0	0	0	0	0	
7	ALLERSTORFER	Daniel	0	1	0	1	0	0	0	BRATA	Daniel	2	1	0	3	0	1	5	
8	PÜHRINGER	Reinhold	0	0	0	1	0	0	0	LAZEA	Amado	0	2	0	0	0	1	10	
9	SHALA	Driton	0	0	0	0	0	0	0	WEICHINGER	Alexander	0	0	1	1	0	1	10	
10	HOFER	Simon	0	0	1	0	0	1	10	OTT	Marcel	0	0	0	0	0	0	0	
11	REITER	Georg	0	0	1	0	0	1	10	HAASMANN	Nick	0	0	0	0	0	0	0	
12	FERCHER	Albert	0	0	1	0	0	1	10	REICHMANN	Manuel	0	0	0	0	0	0	0	
13	PFISTERMÜLLER	Peter	0	0	0	1	0	0	0	REICHSTEIN	Julian	0	1	1	0	0	1	10	
14	ALLERSTORFER	Daniel	0	0	0	0	0	0	0	BRATA	Daniel	0	1	0	1	0	1	7	
1	TAMAS	Daniel	0	0	0	1	0	0	0	MENDES	Manuel	1	0	1	0	0	1	10	
2	STADLBAUER	Christian	0	0	0	0	0	0	0	FELLNER	Hans-Peter	2	0	1	0	0	1	10	
3	HUSCAVA	Dominic	0	0	1	0	0	1	10	OBERROITHNER	Julian	0	0	0	0	0	0	0	
4	ZACHAR	Christian	0	0	1	0	0	1	10	STEGMAYER	Dominik	0	0	0	0	0	0	0	
5	RADLHERR	Christoph	0	0	0	0	0	0	0	ABRAHAM	Elöd	1	1	1	1	0	1	10	
6	PRENTNER	Clemens	0	0	1	0	0	1	10	RIEGLER	Stefan	0	0	0	0	0	0	0	
7	JELINEK	Andreas	0	0	0	0	0	0	0	SIMIONESCU	Vladut	0	1	1	0	0	1	10	
8	TAMAS	Daniel	0	0	0	1	0	0	0	MENDES	Manuel	0	1	1	0	0	1	10	
9	STADLBAUER	Christian	0	0	1	0	0	1	10	FELLNER	Hans-Peter	0	0	0	0	0	0	0	
10	HUSCAVA	Dominic	0	1	0	0	0	1	7	HAMINGER	Thomas	0	0	0	0	0	0	0	
11	ZACHAR	Christian	1	1	0	0	0	1	7	STEGMAYER	Dominik	0	0	0	3	0	0	0	
12	RADLHERR	Christoph	1	0	0	1	0	0	0	ABRAHAM	Elöd	1	0	0	1	0	0	0	
13	PRENTNER	Clemens	0	0	0	0	0	0	0	RIEGLER	Stefan	0	0	0	0	0	0	0	
