Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League	Broadcaster
1	G	UJZ Mühlviertel 2	8	80	Vienna Samurai	6	57	2. Judo Bundesliga Männer	2019	2019-04-13	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bezirkssporthalle Rohrbach @4150 Rohrbach, Hopfengasse 22	4150	Rohrbach	Hopfengasse 22	Bezirkssporthalle Rohrbach	2. Judo Bundesliga Männer	
2	G	WAT Stadlau	9	90	PSV Salzburg	5	47	2. Judo Bundesliga Männer	2019	2019-04-27	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscamp Attemsgasse @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscamp Attemsgasse	2. Judo Bundesliga Männer	
2	G	Vienna Samurai	9	87	SU Noricum Leibnitz	5	47	2. Judo Bundesliga Männer	2019	2019-04-27	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscamp Attemsgasse @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscamp Attemsgasse	2. Judo Bundesliga Männer	
2	G	Union Graz	8	80	UJZ Mühlviertel 2	6	57	2. Judo Bundesliga Männer	2019	2019-04-27	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Graz @8010 Graz, Hüttenbrennergasse 31	8010	Graz	Hüttenbrennergasse 31	Raiffeisen Sportpark Graz	2. Judo Bundesliga Männer	
2	G	WSG Swarovski Judo Wattens	5	50	Union Kirchham	9	84	2. Judo Bundesliga Männer	2019	2019-04-27	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
3	G	WSG Swarovski Judo Wattens	8	77	UJZ Mühlviertel 2	6	60	2. Judo Bundesliga Männer	2019	2019-05-03	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
3	G	SU Noricum Leibnitz	7	64	Union Graz	7	67	2. Judo Bundesliga Männer	2019	2019-05-03	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Reinhold Heidinger Sporthalle @8430 Leibnitz, Wagnastraße 7	8430	Leibnitz	Wagnastraße 7	Reinhold Heidinger Sporthalle	2. Judo Bundesliga Männer	
3	G	Vienna Samurai	4	40	WAT Stadlau	10	100	2. Judo Bundesliga Männer	2019	2019-05-04	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscamp Attemsgasse @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscamp Attemsgasse	2. Judo Bundesliga Männer	
3	G	Union Kirchham	8	77	PSV Salzburg	6	60	2. Judo Bundesliga Männer	2019	2019-05-04	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
4	G	WAT Stadlau	10	100	SU Noricum Leibnitz	4	40	2. Judo Bundesliga Männer	2019	2019-05-18	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscamp Attemsgasse @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscamp Attemsgasse	2. Judo Bundesliga Männer	
4	G	Union Graz	3	24	Union Kirchham	11	110	2. Judo Bundesliga Männer	2019	2019-05-18	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Graz @8010 Graz, Hüttenbrennergasse 31	8010	Graz	Hüttenbrennergasse 31	Raiffeisen Sportpark Graz	2. Judo Bundesliga Männer	
4	G	UJZ Mühlviertel 2	9	84	PSV Salzburg	5	50	2. Judo Bundesliga Männer	2019	2019-05-18	17:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer	
4	G	WSG Swarovski Judo Wattens	8	80	Vienna Samurai	6	60	2. Judo Bundesliga Männer	2019	2019-05-18	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
5	G	SU Noricum Leibnitz	14	137	UJZ Mühlviertel 2	0	0	2. Judo Bundesliga Männer	2019	2019-06-07	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Jufa Leibnitz @ 8430 Leibnitz, Klostergasse 37	8430	Leibnitz	Klostergasse 37	Jufa Leibnitz	2. Judo Bundesliga Männer	
5	G	Union Graz	7	70	WAT Stadlau	7	70	2. Judo Bundesliga Männer	2019	2019-06-08	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Graz @8010 Graz, Hüttenbrennergasse 31	8010	Graz	Hüttenbrennergasse 31	Raiffeisen Sportpark Graz	2. Judo Bundesliga Männer	
5	G	PSV Salzburg	12	120	WSG Swarovski Judo Wattens	2	20	2. Judo Bundesliga Männer	2019	2019-06-08	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
5	G	Union Kirchham	7	70	Vienna Samurai	7	64	2. Judo Bundesliga Männer	2019	2019-06-08	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
6	G	UJZ Mühlviertel 2	4	40	WAT Stadlau	10	97	2. Judo Bundesliga Männer	2019	2019-09-21	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer	
6	G	Vienna Samurai	7	70	PSV Salzburg	7	67	2. Judo Bundesliga Männer	2019	2019-09-27	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Kurt Kucerahalle @ 1100 Wien, Jura Soyfergasse 3	1100	Wien	Jura Soyfergasse 3	Kurt Kucerahalle	2. Judo Bundesliga Männer	
6	G	SU Noricum Leibnitz	6	57	Union Kirchham	8	77	2. Judo Bundesliga Männer	2019	2019-09-27	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Jufa Leibnitz @8430 Leibnitz, Klostergasse 37	8430	Leibnitz	Klostergasse 37	Jufa Leibnitz	2. Judo Bundesliga Männer	
6	G	WSG Swarovski Judo Wattens	6	60	Union Graz	8	80	2. Judo Bundesliga Männer	2019	2019-09-28	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
7	G	Union Kirchham	11	110	UJZ Mühlviertel 2	3	27	2. Judo Bundesliga Männer	2019	2019-10-05	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
7	G	WAT Stadlau	11	110	WSG Swarovski Judo Wattens	3	30	2. Judo Bundesliga Männer	2019	2019-10-05	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Lieblgasse @1220 Wien, Lieblgasse 4	1220	Wien	Lieblgasse 4	Sporthalle Lieblgasse	2. Judo Bundesliga Männer	
7	G	PSV Salzburg	10	91	SU Noricum Leibnitz	4	37	2. Judo Bundesliga Männer	2019	2019-10-05	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
7	G	Union Graz	8	80	Vienna Samurai	6	60	2. Judo Bundesliga Männer	2019	2019-10-05	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Graz @8010 Graz, Hüttenbrennergasse 31	8010	Graz	Hüttenbrennergasse 31	Raiffeisen Sportpark Graz	2. Judo Bundesliga Männer	
