Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Location	Plz	City	Address	Venue	Source
3	G	Judoteam SHIAI-DO Union Thermenregion	7	60	UJZ Mühlviertel 2	6	60	Zweite Judo-Bundesliga	2013	2013-04-19	20:00	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
3	G	SU Noricum Raiffeisenbank Leibnitz Judo 2	11	104	Union Kirchham	3	30	Zweite Judo-Bundesliga	2013	2013-04-19	20:00	JUFA @ 8430 Leibnitz, Klostergasse 37	8430	Leibnitz	Klostergasse 37	JUFA	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
4	G	Swarovski Judo Wattens	7	67	Sanjindo Tigers	7	70	Zweite Judo-Bundesliga	2013	2013-05-24	20:00	Judozentrum @ 6112 Wattens, Sebastian-Schrottstrasse 7	6112	Wattens	Sebastian-Schrottstrasse 7	Judozentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
4	G	JC Wimpassing Sparkasse	8	80	Cafe+co Vienna Samurai 2	6	46	Zweite Judo-Bundesliga	2013	2013-05-24	20:00	Sporthalle Wimpassing @ 2632 Wimpassing, Bundesstraße 42	2632	Wimpassing	Bundesstraße 42	Sporthalle Wimpassing	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
4	G	Union Kirchham	6	54	UJZ Mühlviertel 2	8	77	Zweite Judo-Bundesliga	2013	2013-05-25	20:00	VS-Turnhalle @ 4656 Kirchham, Kirchham 35	4656	Kirchham	Kirchham 35	VS-Turnhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
4	G	SU Noricum Raiffeisenbank Leibnitz Judo 2	6	48	SV Gallneukirchen	7	65	Zweite Judo-Bundesliga	2013	2013-05-25	17:00	Mehrzweckhalle @ 8431 Gralla, Schulstrasse 5	8431	Gralla	Schulstrasse 5	Mehrzweckhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
5	G	Sanjindo Tigers	7	60	Union Kirchham	6	52	Zweite Judo-Bundesliga	2013	2013-06-22	18:00	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstrasse 15	5500	Bischofshofen	Sportplatzstrasse 15	Hermann Wielandnerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
5	G	Judoteam SHIAI-DO Union Thermenregion	9	90	Swarovski Judo Wattens	5	50	Zweite Judo-Bundesliga	2013	2013-06-22	18:00	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
5	G	SV Gallneukirchen	3	21	UJZ Mühlviertel 2	11	101	Zweite Judo-Bundesliga	2013	2013-06-21	20:00	Turnsaal NMS @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	Turnsaal NMS	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
5	G	SU Noricum Raiffeisenbank Leibnitz Judo 2	7	67	Cafe+co Vienna Samurai 2	6	45	Zweite Judo-Bundesliga	2013	2013-06-22	17:00	JUFA Leibnitz @ 8430 Leibnitz, Klostergasse 37	8430	Leibnitz	Klostergasse 37	JUFA Leibnitz	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
6	G	UJZ Mühlviertel 2	7	70	SU Noricum Raiffeisenbank Leibnitz Judo 2	7	58	Zweite Judo-Bundesliga	2013	2013-07-06	17:00	SHS Niederwaldkirchen @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
6	G	Judoteam SHIAI-DO Union Thermenregion	10	100	Sanjindo Tigers	4	37	Zweite Judo-Bundesliga	2013	2013-07-06	18:00	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
6	G	JC Wimpassing Sparkasse	9	81	SV Gallneukirchen	4	28	Zweite Judo-Bundesliga	2013	2013-07-06	19:00	Sporthalle Wimpassing @ 2632 Wimpassing, Bundesstraße 42	2632	Wimpassing	Bundesstraße 42	Sporthalle Wimpassing	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
6	G	Union Kirchham	8	77	Swarovski Judo Wattens	5	47	Zweite Judo-Bundesliga	2013	2013-07-05	20:00	VS-Turnhalle @ 4656 Kirchham, Kirchham 35	4656	Kirchham	Kirchham 35	VS-Turnhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
7	G	Swarovski Judo Wattens	7	64	SU Noricum Raiffeisenbank Leibnitz Judo 2	6	57	Zweite Judo-Bundesliga	2013	2013-10-11	20:00	Judozentrum @ 6112 Wattens, Sebastian-Schrottstrasse 7	6112	Wattens	Sebastian-Schrottstrasse 7	Judozentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
7	G	Sanjindo Tigers	5	50	SV Gallneukirchen	9	87	Zweite Judo-Bundesliga	2013	2013-10-19	19:00	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstrasse 15	5500	Bischofshofen	Sportplatzstrasse 15	Hermann Wielandnerhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
7	G	Judoteam SHIAI-DO Union Thermenregion	9	81	JC Wimpassing Sparkasse	4	31	Zweite Judo-Bundesliga	2013	2013-10-12	19:30	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
7	G	Union Kirchham	5	45	Cafe+co Vienna Samurai 2	9	76	Zweite Judo-Bundesliga	2013	2013-10-12	20:00	VS-Turnhalle @ 4656 Kirchham, Kirchham 35	4656	Kirchham	Kirchham 35	VS-Turnhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
8	G	JC Wimpassing Sparkasse	12	105	Union Kirchham	2	20	Zweite Judo-Bundesliga	2013	2013-11-02	19:00	Sporthalle Wimpassing @ 2632 Wimpassing, Bundesstraße 42	2632	Wimpassing	Bundesstraße 42	Sporthalle Wimpassing	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
8	G	SV Gallneukirchen	7	67	Swarovski Judo Wattens	7	70	Zweite Judo-Bundesliga	2013	2013-11-02	19:00	Turnsaal NMS @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	Turnsaal NMS	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
8	G	Cafe+co Vienna Samurai 2	8	75	UJZ Mühlviertel 2	6	60	Zweite Judo-Bundesliga	2013	2013-11-02	17:00	Sportzentrum Strebersdorf @ 1210 Wien, Anton Böckstraße 22	1210	Wien	Anton Böckstraße 22	Sportzentrum Strebersdorf	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
8	G	SU Noricum Raiffeisenbank Leibnitz Judo 2	2	15	Judoteam SHIAI-DO Union Thermenregion	10	87	Zweite Judo-Bundesliga	2013	2013-11-02	15:00	Mehrzweckhalle @ 8431 Gralla, Schulstrasse 5	8431	Gralla	Schulstrasse 5	Mehrzweckhalle	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
9	G	Cafe+co Vienna Samurai 2	10	97	Judoteam SHIAI-DO Union Thermenregion	4	40	Zweite Judo-Bundesliga	2013	2013-11-09	17:00	Sportzentrum Strebersdorf @ 1210 Wien, Anton Böckstraße 22	1210	Wien	Anton Böckstraße 22	Sportzentrum Strebersdorf	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
9	G	Swarovski Judo Wattens	5	50	JC Wimpassing Sparkasse	9	76	Zweite Judo-Bundesliga	2013	2013-11-09	17:00	Judozentrum @ 6112 Wattens, Sebastian-Schrottstrasse 7	6112	Wattens	Sebastian-Schrottstrasse 7	Judozentrum	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
9	G	UJZ Mühlviertel 2	14	140	Sanjindo Tigers	0	0	Zweite Judo-Bundesliga	2013	2013-11-09	17:00	Sporthalle HS Hellmonsödt @ 4202 Hellmonsödt, Försterstrasse 2	4202	Hellmonsödt	Försterstrasse 2	Sporthalle HS Hellmonsödt	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
9	G	SV Gallneukirchen	8	62	Union Kirchham	6	60	Zweite Judo-Bundesliga	2013	2013-11-09	17:00	Turnsaal NMS @ 4210 Gallneukirchen, Reichenauerstrasse 2	4210	Gallneukirchen	Reichenauerstrasse 2	Turnsaal NMS	{{Internetquelle |url=http://www.judobundesliga.at/ergebnissescores/ |titel=Österreichische Judo Bundesliga » Ergebnisse |sprache=de-DE |archiv-url=https://web.archive.org/web/20131130123736/http://www.judobundesliga.at/ergebnissescores/ |archiv-datum=2013-11-30 |abruf=2026-01-04}}
		Samurai Wien	5		UJZ Mühlviertel	0				2013-11-30				Wiener Neudorf			{{Internetquelle |url=https://www.judoaustria.at/ost-oesterreich-dominiert-staatsmeisterschaft-fuer-frauen-mannschaften/ |titel=Ost-Österreich dominiert Staatsmeisterschaft für Frauen-Mannschaften |werk=Judo Austria |datum=2013-11-30 |sprache=de-DE |abruf=2025-02-07}}
